단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철,버스정류장,단지내주차면수,ERROR1,임대건물구분_lb,상가,아파트,지역_lb,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,서울특별시,세종특별자치시,울산광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도,공급유형_lb,공공분양,공공임대(10년),공공임대(50년),공공임대(5년),공공임대(분납),국민임대,영구임대,임대상가,장기전세,행복주택,자격유형_lb,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,ERROR1_lb,나머지,분양상가,분양아파트,등록차량수,총세대수_lb,총세대수_lb_A1,총세대수_lb_B1,총세대수_lb_C1,총세대수_lb_D1,총세대수_lb_E1
C2515,545,아파트,경상남도,국민임대,35.0,20,17.0,A,12672000.0,107130.0,0.0,3.0,624.0,나머지,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,205.0,D1,0,0,0,1,0
C2515,545,아파트,경상남도,국민임대,45.0,38,17.0,A,18433000.0,149760.0,0.0,3.0,624.0,나머지,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,205.0,D1,0,0,0,1,0
C2515,545,아파트,경상남도,국민임대,45.0,19,17.0,A,18433000.0,149760.0,0.0,3.0,624.0,나머지,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,205.0,D1,0,0,0,1,0
C2515,545,아파트,경상남도,국민임대,50.0,106,17.0,A,23042000.0,190090.0,0.0,3.0,624.0,나머지,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,205.0,D1,0,0,0,1,0
C2515,545,아파트,경상남도,국민임대,50.0,26,17.0,A,23042000.0,190090.0,0.0,3.0,624.0,나머지,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,205.0,D1,0,0,0,1,0
C1407,1216,아파트,대전광역시,국민임대,30.0,288,13.0,A,15620000.0,127350.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,30.0,68,13.0,A,15620000.0,127350.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,30.0,34,13.0,A,15620000.0,127350.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,40.0,148,13.0,A,27637000.0,164610.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,40.0,74,13.0,A,27637000.0,164610.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,40.0,70,13.0,A,27637000.0,164610.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,40.0,70,13.0,A,27637000.0,164610.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,45.0,170,13.0,A,36048000.0,198250.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,45.0,170,13.0,A,36048000.0,198250.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,50.0,62,13.0,A,42056000.0,253520.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1407,1216,아파트,대전광역시,국민임대,50.0,62,13.0,A,42056000.0,253520.0,1.0,1.0,1285.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1064.0,E1,0,0,0,0,1
C1945,755,아파트,경기도,국민임대,35.0,120,6.0,B,15607000.0,130070.0,1.0,3.0,734.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,730.0,D1,0,0,0,1,0
C1945,755,아파트,경기도,국민임대,35.0,120,6.0,B,15607000.0,130070.0,1.0,3.0,734.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,730.0,D1,0,0,0,1,0
C1945,755,아파트,경기도,국민임대,50.0,207,6.0,B,23139000.0,193230.0,1.0,3.0,734.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,730.0,D1,0,0,0,1,0
C1945,755,아파트,경기도,국민임대,50.0,96,6.0,B,23139000.0,193230.0,1.0,3.0,734.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,730.0,D1,0,0,0,1,0
C1945,755,아파트,경기도,국민임대,55.0,160,6.0,B,29209000.0,244020.0,1.0,3.0,734.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,730.0,D1,0,0,0,1,0
C1945,755,아파트,경기도,국민임대,55.0,52,6.0,B,29209000.0,244020.0,1.0,3.0,734.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,730.0,D1,0,0,0,1,0
C1470,696,아파트,전라북도,국민임대,35.0,228,14.0,A,12015000.0,102130.0,0.0,2.0,645.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,553.0,D1,0,0,0,1,0
C1470,696,아파트,전라북도,국민임대,35.0,26,14.0,A,12015000.0,102130.0,0.0,2.0,645.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,553.0,D1,0,0,0,1,0
C1470,696,아파트,전라북도,국민임대,45.0,196,14.0,A,21628000.0,132160.0,0.0,2.0,645.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,553.0,D1,0,0,0,1,0
C1470,696,아파트,전라북도,국민임대,50.0,246,14.0,A,25233000.0,144180.0,0.0,2.0,645.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,553.0,D1,0,0,0,1,0
C1898,566,아파트,전라북도,국민임대,35.0,230,9.0,A,12015000.0,102130.0,0.0,6.0,517.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,415.0,D1,0,0,0,1,0
C1898,566,아파트,전라북도,국민임대,35.0,28,9.0,A,12015000.0,102130.0,0.0,6.0,517.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,415.0,D1,0,0,0,1,0
C1898,566,아파트,전라북도,국민임대,35.0,13,9.0,A,12015000.0,102130.0,0.0,6.0,517.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,415.0,D1,0,0,0,1,0
C1898,566,아파트,전라북도,국민임대,45.0,194,9.0,A,21628000.0,132160.0,0.0,6.0,517.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,415.0,D1,0,0,0,1,0
C1898,566,아파트,전라북도,국민임대,45.0,15,9.0,A,21628000.0,132160.0,0.0,6.0,517.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,415.0,D1,0,0,0,1,0
C1898,566,아파트,전라북도,국민임대,50.0,86,9.0,A,25233000.0,144180.0,0.0,6.0,517.0,나머지,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,415.0,D1,0,0,0,1,0
C1244,1722,아파트,경기도,국민임대,35.0,275,10.0,A,29551000.0,203030.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,35.0,126,10.0,A,29551000.0,203030.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,35.0,168,10.0,A,29551000.0,203030.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,35.0,219,10.0,A,29551000.0,203030.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,45.0,98,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,45.0,144,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,45.0,76,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,45.0,76,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,45.0,75,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,45.0,75,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,50.0,232,10.0,A,49854000.0,338380.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,50.0,83,10.0,A,49854000.0,338380.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1244,1722,아파트,경기도,국민임대,50.0,75,10.0,A,49854000.0,338380.0,0.0,10.0,1483.0,나머지,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1804.0,E1,0,0,0,0,1
C1171,624,아파트,대전광역시,국민임대,30.0,190,13.0,A,17730000.0,118190.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,35.0,106,13.0,A,23641000.0,141840.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,35.0,43,13.0,A,23641000.0,141840.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,35.0,15,13.0,A,23641000.0,141840.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,45.0,38,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,45.0,15,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,45.0,46,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,45.0,23,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,45.0,78,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,45.0,30,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,50.0,20,13.0,A,41372000.0,236410.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C1171,624,아파트,대전광역시,국민임대,50.0,20,13.0,A,41372000.0,236410.0,0.0,5.0,634.0,나머지,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700.0,D1,0,0,0,1,0
C2073,361,아파트,강원도,국민임대,35.0,94,13.0,A,10813000.0,144180.0,0.0,5.0,288.0,나머지,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,301.0,C1,0,0,1,0,0
C2073,361,아파트,강원도,국민임대,35.0,74,13.0,A,10813000.0,144180.0,0.0,5.0,288.0,나머지,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,301.0,C1,0,0,1,0,0
C2073,361,아파트,강원도,국민임대,45.0,97,13.0,A,16821000.0,205460.0,0.0,5.0,288.0,나머지,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,301.0,C1,0,0,1,0,0
C2073,361,아파트,강원도,국민임대,45.0,46,13.0,A,16821000.0,205460.0,0.0,5.0,288.0,나머지,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,301.0,C1,0,0,1,0,0
C2073,361,아파트,강원도,국민임대,45.0,10,13.0,A,16821000.0,205460.0,0.0,5.0,288.0,나머지,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,301.0,C1,0,0,1,0,0
C2073,361,아파트,강원도,국민임대,55.0,40,13.0,A,25233000.0,283560.0,0.0,5.0,288.0,나머지,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,301.0,C1,0,0,1,0,0
